crop_mgt,mon_1,day_1,mon_2,day_2,operation,op_data1,op_data2,op_data3
fesc_4yr,8,10,8,30,kill_only,fesc,,
osra,8,15,10,30,tillage,plow25,,
osra,8,16,10,31,tillage,chisplow,,
osra,8,17,11,1,fertilizer,7:20:30,broadcast,500
osra,8,17,11,1,plant,canp,,
osra,,,,,skip,,,
osra,2,20,3,10,fertilizer,elem_n,broadcast,81
osra,3,25,4,15,fertilizer,elem_n,broadcast,67.5
osra,7,5,7,15,harvest_only,canp,grain,
osra,7,5,7,15,kill_only,canp,,
osra_cons,8,15,10,30,tillage,plow25,,
osra_cons,8,16,10,31,tillage,chisplow,,
osra_cons,8,17,11,1,fertilizer,7:20:30,broadcast,500
osra_cons,8,17,11,1,plant,canp,,
osra_cons,,,,,skip,,,
osra_cons,2,20,3,10,fertilizer,elem_n,broadcast,81
osra_cons,3,25,4,15,fertilizer,elem_n,broadcast,67.5
osra_cons,7,5,7,15,harvest_only,canp,grain,
osra_cons,7,5,7,15,kill_only,canp,,
soyb,,,,,skip,,,
soyb,4,15,5,10,fertilizer,elem_p,broadcast,65
soyb,4,16,5,11,tillage,chisplow,,
soyb,4,17,5,12,plant,soyb,,
soyb,9,15,10,5,harvest_only,soyb,grain,
soyb,9,15,10,5,kill_only,soyb,,
wbar,9,10,10,30,tillage,plow25,,
wbar,9,11,10,31,tillage,chisplow,,
wbar,9,12,11,22,fertilizer,7:20:30,broadcast,400
wbar,9,13,11,23,plant,wbar,,
wbar,,,,,skip,,,
wbar,3,10,3,20,fertilizer,elem_n,broadcast,40.5
wbar,4,5,4,15,fertilizer,elem_n,broadcast,40.5
wbar,5,1,5,10,fertilizer,elem_n,broadcast,40.5
wbar,7,5,7,25,harvest_only,wbar,grain,
wbar,7,5,7,25,kill_only,wbar,,
wbar_cons,9,10,10,30,tillage,plow25,,
wbar_cons,9,11,10,31,tillage,chisplow,,
wbar_cons,9,12,11,22,fertilizer,7:20:30,broadcast,400
wbar_cons,9,13,11,23,plant,wbar,,
wbar_cons,,,,,skip,,,
wbar_cons,3,10,3,20,fertilizer,elem_n,broadcast,40.5
wbar_cons,4,5,4,15,fertilizer,elem_n,broadcast,40.5
wbar_cons,5,1,5,10,fertilizer,elem_n,broadcast,40.5
wbar_cons,7,5,7,25,harvest_only,wbar,grain,
wbar_cons,7,5,7,25,kill_only,wbar,,
wwht,9,10,10,30,tillage,plow25,,
wwht,9,11,10,31,tillage,chisplow,,
wwht,9,12,11,22,fertilizer,7:20:30,broadcast,400
wwht,9,13,11,23,plant,wwht,,
wwht,,,,,skip,,,
wwht,3,1,3,10,fertilizer,elem_n,broadcast,40.5
wwht,4,1,4,10,fertilizer,elem_n,broadcast,40.5
wwht,5,1,5,10,fertilizer,elem_n,broadcast,40.5
wwht,7,5,7,25,harvest_only,wwht,grain,
wwht,7,5,7,25,kill_only,wwht,,
wwht_cons,9,10,10,30,tillage,plow25,,
wwht_cons,9,11,10,31,tillage,chisplow,,
wwht_cons,9,12,11,22,fertilizer,7:20:30,broadcast,400
wwht_cons,9,13,11,23,plant,wwht,,
wwht_cons,,,,,skip,,,
wwht_cons,3,1,3,10,fertilizer,elem_n,broadcast,40.5
wwht_cons,4,1,4,10,fertilizer,elem_n,broadcast,40.5
wwht_cons,5,1,5,10,fertilizer,elem_n,broadcast,40.5
wwht_cons,7,5,7,25,harvest_only,wwht,grain,
wwht_cons,7,5,7,25,kill_only,wwht,,
